DIST,Annual,Kharif,Rabi,Summer,Autumn
Kinnaur,795.8252252252253,278.5036036036036,76.90900900900901,285.4342342342342,40.962162162162166
Kishanganj,2610.642342342342,1636.5936936936941,139.26756756756757,811.2315315315315,135.20540540540543
Koch Bihar,3109.2126126126127,1677.941441441442,166.95135135135135,1239.6720720720716,163.29819819819815
Kodagu,1816.3189189189188,996.5936936936935,267.51801801801804,543.2792792792794,251.14594594594598
Koderma,1168.3657657657654,804.1441441441441,89.66756756756757,240.27927927927925,85.96306306306306
Kohima,1681.237837837838,820.2891891891892,164.13783783783785,649.5621621621623,154.46576576576578
Kokrajhar,3095.2549549549553,1505.4558558558558,182.75135135135136,1374.901801801802,176.47657657657658
Kolar,695.2369369369371,301.88918918918915,218.1279279279279,163.71351351351353,198.654054054054
Kolasib,2721.8477477477477,1268.9837837837838,221.26936936936934,1175.8783783783783,211.54774774774776
Kolhapur,1771.9045045045048,1198.9423423423425,159.49639639639636,410.5306306306306,152.78468468468466
Kollam (Quilon),2189.6684684684687,732.100900900901,626.8054054054055,767.5360360360363,551.2477477477477
Koppal,587.8126126126126,299.29009009009013,140.80090090090093,142.82972972972973,133.77657657657656
Koraput,1384.5531531531528,814.9801801801802,208.4621621621622,338.7702702702703,199.85045045045052
Korba,1482.5468468468464,1110.499099099099,74.06756756756758,257.58738738738737,68.01711711711712
Koriya,1335.7432432432436,1000.6576576576578,67.35405405405406,221.61801801801803,61.31171171171171
Kota,834.8693693693695,694.5054054054054,32.93153153153153,96.17027027027027,26.551351351351354
Kottayam,3291.1135135135128,1440.754054054054,661.6747747747747,1137.9576576576576,599.4009009009009
Kozhikode,3367.325225225225,1833.663963963964,424.96486486486486,1095.5144144144144,395.7342342342342
Krishna,970.5810810810809,540.0396396396396,233.75675675675672,182.98738738738734,222.73693693693696
Kullu,1055.6504504504503,449.32522522522515,91.4828828828829,330.02162162162165,49.732432432432425
Kupwara (Gilgit Wazarat),921.4126126126126,173.21531531531534,126.83783783783782,402.69639639639644,65.1891891891892
Kupwara (Muzaffarabad),1050.8585585585586,224.64594594594595,141.04414414414416,454.61801801801806,76.43153153153153
Kurnool,661.0954954954955,367.954054054054,143.05945945945948,142.93063063063065,136.17207207207207
Kurukshetra,814.1297297297297,585.009009009009,38.6126126126126,129.75225225225225,25.46666666666667
Kushinagar,1342.8873873873874,950.9198198198196,72.07657657657657,292.28198198198197,66.75765765765766
Ladakh (Leh),437.35585585585585,122.49459459459463,54.324324324324316,164.07747747747743,27.514414414414414
Lahul and Spiti,1024.9936936936938,398.96126126126114,99.95405405405405,333.1882882882883,54.16576576576576
Lakhimpur,2596.1279279279274,1254.4504504504505,186.59819819819822,1070.5342342342344,170.43513513513508
Lalitpur,1005.1198198198199,814.7018018018019,47.55405405405405,116.06936936936937,41.0
Latur,869.5936936936938,579.817117117117,95.14864864864865,182.37387387387392,89.57027027027029
Lawngtlai,410.93963963963967,201.2756756756757,39.493693693693686,163.8783783783784,37.899099099099104
Little Rann of Kachchh,490.43603603603606,402.40450450450453,16.092792792792793,69.43873873873875,14.927927927927925
Lohardaga,1341.8342342342346,902.6387387387387,105.12342342342343,280.7225225225225,98.26846846846846
Lohit (Teju),2356.4837837837836,1015.4828828828828,169.3774774774775,1052.400900900901,148.3702702702703
Lower Subansiri (Ziro),3228.6558558558563,1627.5072072072073,225.1801801801802,1286.3387387387388,205.41171171171175
Luckeesarai,1101.6027027027026,765.0648648648647,79.70090090090093,229.14414414414418,76.06306306306308
Lucknow,974.2936936936935,750.8783783783783,55.171171171171174,135.23783783783784,48.26216216216218
Ludhiana,705.0765765765768,496.1513513513513,37.254954954954954,113.57927927927928,21.87207207207208
Lunglei,1593.8459459459457,757.5270270270272,148.4900900900901,659.1135135135136,142.68288288288286
Madhepura,1396.2711711711715,916.0549549549548,95.9135135135135,360.9027027027027,92.54774774774772
Madhubani,1279.3252252252253,859.9648648648647,73.36576576576576,326.51621621621626,70.66936936936935
Madurai,898.6864864864866,272.59639639639636,399.29549549549546,189.2873873873874,336.03693693693685
Maharajganj,1447.4297297297292,1042.6162162162161,77.23423423423425,295.3693693693694,71.34324324324325
Mahasamund,1358.0963963963966,1012.0018018018017,64.04594594594595,251.1603603603604,59.48198198198198
Mahbubnagar,715.9738738738739,433.4783783783784,123.8423423423423,149.57747747747746,118.76666666666667
Mahe,3579.628828828829,1844.5117117117115,446.9333333333334,1277.4477477477476,417.22612612612613
Mahendragarh,519.5243243243242,401.2072072072072,18.933333333333334,77.89999999999998,14.828828828828827
Mahesana,745.3855855855854,633.5612612612613,17.883783783783784,90.27657657657657,16.79099099099099
Mahoba,865.7864864864865,706.8603603603603,41.21981981981982,91.98918918918916,35.44054054054054
Maij,1007.8018018018018,764.1180180180181,55.21531531531532,160.94414414414413,50.68828828828829
Mainpuri,759.4144144144145,606.773873873874,41.68018018018019,84.59009009009006,36.56576576576577
Malappuram,2615.2882882882877,1311.5459459459455,475.63063063063055,807.2774774774774,439.3594594594595
Maldah,1496.7891891891893,938.0801801801802,122.46666666666668,411.2648648648648,119.2837837837838
Malkangiri,1384.5180180180178,797.5081081081081,215.4108108108108,354.7909909909911,207.09819819819822
Mamit,2692.3576576576565,1208.1864864864863,223.64774774774776,1206.5405405405409,214.66756756756754
Mandi,1136.0423423423424,597.8513513513512,76.18108108108109,310.30450450450445,41.63333333333333
Mandla,1392.2711711711709,1050.3927927927925,74.13243243243242,219.7711711711712,63.39279279279279
Mandsaur,848.2765765765766,694.763963963964,38.06846846846847,106.4252252252252,32.919819819819814
Mandya,751.5621621621624,276.8288288288288,231.85405405405407,234.45855855855856,217.85405405405405
Mansa,409.80540540540534,292.91081081081074,20.018018018018008,67.88198198198198,13.09099099099099
Marigaon,1744.7315315315316,905.818018018018,138.37297297297295,667.8774774774774,131.28288288288286
Mathura,628.5990990990992,502.2594594594595,27.71621621621622,73.85135135135135,22.915315315315315
Mayurbhanj,1576.7756756756755,936.7855855855855,166.60810810810815,430.68198198198195,161.79999999999995
Medak,862.5306306306308,565.8234234234234,102.09009009009006,179.56576576576575,97.31441441441437
Medinipur,1579.6351351351352,918.500900900901,157.95585585585587,463.6774774774775,152.33243243243248
Meerut,872.8135135135134,658.7324324324326,41.57567567567566,123.04054054054055,31.63603603603604
Mirpur,1111.3810810810812,580.8,85.48288288288288,279.61081081081085,42.43693693693694
Mirzapur,994.144144144144,786.3369369369369,49.44054054054053,122.4036036036036,44.827927927927924
Moga,506.6252252252254,349.7855855855856,29.301801801801805,85.67657657657657,17.094594594594593
Mokokchung,2158.1801801801803,1028.0603603603604,162.60990990990987,898.0828828828828,150.57927927927926
Mon,2397.3729729729725,1146.4207207207207,170.4504504504505,994.8828828828832,156.3486486486487
Moradabad,1026.727027027027,782.254054054054,48.509009009009006,145.54324324324324,39.35585585585587
Morena,737.4513513513511,607.0972972972974,34.05585585585585,77.77297297297298,28.4027027027027
Muktsar,369.1558558558558,257.15945945945947,17.437837837837836,65.28648648648648,11.676576576576577
Munger,1154.7378378378378,775.5441441441441,87.35135135135135,264.9873873873874,84.19009009009008
Murshidabad,1389.2594594594598,805.810810810811,130.65765765765767,425.13513513513516,125.7936936936937
Muzaffarnagar,867.2450450450451,650.7117117117117,37.88918918918919,125.23873873873872,27.52882882882883
Muzaffarpur,1175.1126126126128,827.3810810810812,72.50900900900902,249.73693693693693,69.38648648648649
Mysore,825.4828828828829,303.8684684684685,232.41621621621618,280.5963963963964,217.01891891891884
N. Cacha Hills (Haflong),1600.1864864864865,728.8297297297298,162.01261261261263,664.8126126126126,153.7126126126126
Nabarangapur,1404.688288288288,990.5999999999999,93.46216216216217,302.1756756756756,89.09639639639641
Nadia (Krishnanagar),1354.3882882882883,751.4063063063063,130.52702702702703,441.44144144144144,124.68018018018016
Nagaon,1704.2558558558558,821.0216216216215,147.79639639639637,694.2342342342343,138.9027027027027
Nagappattinam,1357.6855855855858,226.1900900900901,912.4396396396394,132.63333333333335,665.2666666666665
Nagaur,404.0324324324324,318.1684684684685,12.545045045045045,62.454954954954964,9.502702702702702
Nagpur,1228.3135135135135,895.6486486486486,76.16216216216218,224.70180180180185,66.1891891891892
Nainital,1545.6261261261266,1078.4117117117114,72.38198198198198,302.6423423423423,55.290990990990984
Nalanda,1013.1324324324324,728.3405405405406,67.109009009009,187.55045045045048,63.7153153153153
Nalbari,2089.830630630631,906.0702702702703,131.8801801801802,1012.4486486486487,124.03693693693695
Nalgonda,778.4585585585584,459.88828828828827,147.2126126126126,159.53333333333333,139.76486486486485
Namakkal,808.0630630630628,278.672072072072,329.5414414414414,179.33783783783784,283.6081081081081
Nanded,1004.4882882882883,704.8144144144145,85.65675675675674,196.6567567567567,79.95045045045045
Nandurbar,736.8342342342343,542.754054054054,52.35585585585586,137.42972972972973,48.38468468468467
Narmada,1081.590990990991,873.9414414414417,39.77027027027028,164.981981981982,38.05495495495496
Narsimhapur,1218.807207207207,939.0405405405407,62.697297297297304,180.47387387387386,53.61351351351352
Nashik,931.1504504504503,665.6270270270272,88.0189189189189,173.48018018018018,83.30540540540542
Navsari,1824.293693693694,1478.669369369369,58.61711711711712,284.10090090090097,56.87297297297296
Nawada,1062.1000000000001,758.7279279279277,75.21621621621621,196.70090090090082,71.6081081081081
Nawanshahr,954.4153153153152,665.7621621621621,49.148648648648646,153.91981981981985,28.555855855855853
Nayagarth,1381.3576576576575,852.7819819819821,191.20720720720718,302.45225225225226,186.3126126126126
Neemuch,822.5225225225226,672.6144144144143,34.821621621621624,106.84504504504503,31.573873873873875
Nellore,1032.0621621621622,269.63873873873877,618.1675675675675,108.65675675675676,528.781981981982
New Dehli,663.3189189189187,509.89639639639637,29.123423423423425,88.56486486486489,22.37207207207207
Nilgiris,1508.1765765765767,596.2333333333332,477.51711711711704,390.6927927927929,408.7594594594595
Nizamabad,963.8891891891893,666.7225225225224,90.95585585585586,188.12972972972975,86.33873873873873
North,652.2594594594594,497.91711711711713,27.555855855855853,90.21981981981983,20.768468468468466
North 24 Panganas,1547.6621621621625,875.8981981981982,154.41891891891888,480.21171171171176,148.25945945945946
North District,2734.168468468469,1582.1792792792794,155.32612612612613,937.0927927927928,145.36306306306307
North East,649.2684684684683,494.67387387387384,27.134234234234235,90.67387387387389,20.331531531531528
North Goa,3342.3063063063064,2203.0720720720724,200.6351351351352,935.7459459459459,192.75765765765763
North Tripura,2710.7144144144136,1153.3531531531532,220.70450450450454,1283.3198198198197,211.72342342342344
North West,646.9135135135136,488.7648648648648,27.236036036036033,94.22432432432431,20.268468468468473
Nuapada,1343.391891891892,962.2765765765765,80.93513513513513,274.15225225225225,76.57207207207209
Osmanabad,754.3261261261259,477.07207207207205,101.22162162162162,168.17387387387387,95.16216216216218
Pakaur,1437.909009009009,891.8387387387388,132.97567567567566,385.87207207207206,128.95135135135135
Palakkad (Palghat),1891.4270270270272,887.99009009009,404.03243243243236,575.1882882882883,366.0576576576575
Palamu (Daltenganj),1189.1918918918918,861.090990990991,76.23963963963962,208.56126126126128,71.0963963963964
Pali,506.3261261261262,417.02252252252254,15.269369369369366,66.50270270270269,13.449549549549548
Panchkula,1350.7306306306305,940.1297297297297,68.31261261261261,229.92072072072068,41.29009009009009
Panchmahals (Godhra),961.9423423423424,799.9945945945947,30.10900900900901,129.13783783783782,28.50450450450451
Panipat,669.6234234234236,506.46036036036026,30.27567567567568,91.68198198198199,21.22972972972973
Panna,1090.918918918919,867.2054054054055,52.27837837837838,133.36036036036035,45.44504504504504
Papum Pare,2719.6891891891896,1260.0873873873875,190.39189189189185,1147.4306306306307,169.76756756756754
Parbhani,891.9423423423423,610.5225225225225,86.99549549549552,182.22072072072072,78.78378378378376
Partapgarh,936.7945945945945,748.9828828828829,47.46126126126128,110.4036036036036,42.068468468468474
Paschim Champaran,1374.2765765765766,959.5162162162162,73.1918918918919,314.5945945945946,67.88648648648649
Pashchimi Singhbhum (Ch.),1361.7153153153154,888.1585585585586,96.96306306306306,333.0351351351352,91.78648648648651
Patan,574.0657657657658,487.5315315315316,16.295495495495494,66.45495495495496,15.106306306306307
Pathanamthitta,2010.0072072072069,701.6783783783783,584.4729729729729,653.8747747747748,512.0378378378379
Patiala,807.3864864864864,571.2576576576575,38.46486486486486,133.4756756756757,24.19279279279279
Patna,1024.8810810810812,740.3855855855857,64.35405405405406,192.25135135135133,60.87207207207207
Perambalur,1005.0405405405404,314.08558558558553,489.4009009009008,159.3657657657658,378.45855855855865
Phek,1842.1378378378374,906.6855855855856,167.71441441441445,713.9918918918919,157.87837837837841
Phulbani,1402.3909909909908,852.7873873873874,186.86936936936937,328.5180180180179,179.20720720720718
Pilibhit,1241.7018018018018,924.9153153153152,59.96756756756757,208.90270270270275,50.52702702702704
Pithoragarh,1877.5540540540544,1228.6063063063061,83.32522522522521,438.9252252252252,60.99189189189189
Pondicherry,1245.0009009009007,318.60540540540546,750.1486486486485,120.64234234234233,581.945045045045
Porbandar,646.4873873873873,491.27387387387387,27.894594594594594,124.70540540540543,26.756756756756754
Prakasam,796.7216216216217,319.4378378378378,328.3810810810811,130.20630630630632,299.6504504504504
Pudukkottai,961.099099099099,270.5594594594595,487.10270270270274,150.73873873873876,368.3189189189189
Pulwama,922.645045045045,227.1288288288288,116.8702702702703,378.472072072072,61.29999999999999
Punch,1046.0153153153153,332.9441441441441,115.19729729729731,394.24684684684695,60.41351351351351
Pune,1307.4657657657658,927.027027027027,120.25855855855855,256.83153153153154,114.74684684684685
Purbi Champaran,1256.0576576576575,873.9423423423424,72.11351351351351,284.57297297297293,67.85855855855854
Purbi Singhbhum,1398.0162162162164,871.9342342342342,109.54324324324323,378.80540540540534,104.91531531531533
Puri,1229.136036036036,745.6153153153152,214.19819819819824,240.1378378378378,207.57117117117122
Purnia,1567.49009009009,1009.4963963963962,103.87387387387389,431.87387387387383,100.36576576576577
Puruliya,1327.2225225225227,845.9873873873873,105.70450450450448,338.8576576576576,99.75045045045044
Rae Bareli,889.581081081081,705.063063063063,47.26036036036036,108.48108108108111,40.785585585585586
Raichur,626.7252252252252,356.04504504504513,126.47207207207207,137.89819819819817,121.9387387387387
Raigarh,1499.5990990990988,1097.0423423423424,78.33513513513515,282.92792792792795,72.8981981981982
Raigarh (Alibag),3493.4630630630622,2662.831531531532,142.61441441441443,686.1963963963964,139.15945945945944
Raipur,1287.4819819819818,954.9837837837838,65.27297297297298,241.17207207207207,61.290990990990984
Raisen,1228.935135135135,990.4000000000001,54.60900900900901,159.38198198198205,46.32612612612613
Raj Nandgaon,1267.5324324324326,926.6864864864866,72.28018018018018,241.50090090090086,67.89279279279279
Rajauri,1361.7486486486484,640.7063063063064,119.05135135135133,357.9081081081081,56.51801801801802
Rajgarh,1029.1891891891892,840.1180180180179,45.13423423423424,126.78558558558558,37.86666666666667
Rajkot,612.2972972972973,477.9099099099099,25.972972972972975,106.39729729729731,24.95225225225225
Rajsamand,588.1036036036036,478.1711711711711,22.4045045045045,80.14594594594595,19.81441441441441
Ramanathapuram,741.6486486486484,109.2954954954955,461.32882882882876,115.34144144144143,354.02252252252237
Rampur,1176.5000000000002,894.8756756756758,52.62882882882882,174.40810810810814,42.56216216216217
Ranchi,1338.0234234234235,891.8504504504502,100.36846846846846,298.98918918918923,94.46396396396396
Rangareddi,796.8873873873875,499.7171171171171,114.03603603603602,170.72882882882885,109.49009009009006
Rann of Kachchh,394.1918918918918,328.4063063063063,14.763063063063063,47.86576576576576,13.608108108108109
Ratlam,883.9090090090091,714.6054054054055,41.348648648648656,119.64414414414415,36.62702702702702
Ratnagiri,3194.452252252253,2249.3414414414415,171.4540540540541,771.9693693693692,166.32252252252255
Rayagada,1334.4666666666665,780.7459459459459,199.96306306306303,324.92972972972973,191.41621621621618
Rewa,1086.4837837837838,862.636036036036,48.66756756756757,138.21621621621622,43.20810810810811
Rewari,549.5477477477477,428.272072072072,21.236936936936935,75.38378378378378,16.094594594594593
Ri Bhoi,3691.8036036036037,1735.9306306306307,302.9288288288289,1601.2333333333333,295.3774774774775
Rohtak,515.7252252252252,390.9144144144144,21.117117117117115,74.57027027027026,14.95855855855856
Rohtas,1102.7216216216216,841.2396396396396,61.89279279279279,162.78108108108108,57.37567567567568
Rudraprayag,1159.2045045045047,658.7135135135136,71.62612612612612,293.809009009009,44.171171171171174
Rupnagar,1161.328828828829,805.2297297297299,58.443243243243245,197.58648648648648,34.89909909909909
Sabarkantha (Himatnagar),800.1072072072072,676.7594594594592,20.541441441441435,99.29729729729729,19.34234234234234
Sagar,1169.6783783783785,933.8531531531532,52.82072072072072,152.84504504504503,44.43063063063063
Saharanpur,1134.3135135135133,838.473873873874,46.770270270270274,175.29279279279282,32.604504504504504
Saharsa,1325.0612612612615,877.4261261261258,91.07837837837839,333.2819819819819,87.74054054054055
Sahibganj,1470.4450450450452,920.0081081081082,127.42162162162161,396.61441441441445,123.61981981981981
Saiha,54.47207207207207,26.078378378378382,7.392792792792792,20.24774774774775,7.02072072072072
Salem,989.936036036036,369.83333333333337,375.05045045045046,218.40810810810814,318.09549549549547
Samastipur,1151.581081081081,802.8837837837835,74.27297297297298,248.4081081081081,70.95585585585586
Sambalpur,1508.2855855855855,1080.3882882882883,87.02432432432431,302.66306306306296,81.72792792792792
Sangli,639.8063063063064,345.2702702702703,127.63783783783786,162.62612612612617,121.34774774774779
Sangrur,540.1504504504505,380.191891891892,26.933333333333334,91.42522522522522,16.54684684684685
Sant Kabir Nagar,1278.3342342342344,960.3981981981981,68.03873873873874,219.3540540540541,62.87027027027027
Sant Ravidas Nagar,985.8297297297298,779.4603603603601,51.59909909909911,120.79099099099099,46.89459459459459
Saran,1103.2414414414416,802.3198198198199,67.14504504504504,207.51351351351352,62.95855855855855
Satara,1030.1540540540543,671.2144144144144,130.65225225225225,224.8486486486487,123.7954954954955
Satna,1077.4432432432434,853.4594594594596,49.245945945945955,135.87837837837836,42.709009009009
Sawai Madhopur,725.6414414414413,602.1054054054053,26.58108108108108,82.73873873873876,21.805405405405406
Sechip,2144.9297297297294,1031.3216216216217,177.58018018018024,893.8963963963964,169.26666666666665
Sehore,1168.5783783783784,942.9675675675678,53.33693693693692,152.81891891891885,44.904504504504494
Senapati,1563.47027027027,744.4756756756758,169.52522522522523,603.7045045045044,159.12702702702703
Seoni,1358.0153153153158,1014.3837837837837,71.97297297297298,229.5918918918919,61.45045045045046
Shahdol,1277.0486486486489,959.5198198198198,65.0081081081081,206.22252252252252,57.83153153153153
Shahjahanpur,992.4657657657659,743.1090090090089,56.870270270270275,155.90180180180178,49.54234234234233
Shajapur,1001.1801801801802,811.6198198198199,47.518918918918914,127.55675675675676,40.23783783783784
Sheikhpura,1004.8594594594596,713.8477477477479,68.91351351351351,194.40450450450444,65.40990990990991
Sheohar,1166.9297297297296,803.6504504504504,71.71891891891892,268.845045045045,68.43783783783785
Sheopur,823.5162162162162,666.8882882882882,34.524324324324326,106.80360360360358,29.284684684684688
Shimla,1118.5144144144147,585.6621621621623,77.98918918918922,292.118018018018,43.090990990991
Shimoga,1681.634234234234,1055.0432432432433,196.3495495495496,425.7558558558559,186.5036036036036
Shivpuri,858.7045045045045,702.1513513513514,38.71261261261261,98.18558558558557,32.468468468468465
Shravasti,1177.9216216216216,859.4270270270271,66.57477477477478,215.14774774774776,59.34234234234234
Sibsagar,2403.565765765766,1151.1450450450452,170.7279279279279,995.9846846846847,156.63783783783782
Siddharthnagar,1305.4441441441443,966.3144144144145,70.67027027027027,237.59459459459464,65.26576576576576
Sidhi,1147.253153153153,886.7423423423421,52.94234234234234,166.07207207207207,47.57027027027028
Sikar,495.8162162162163,381.6801801801802,19.087387387387384,77.38378378378378,14.275675675675673
Sindhudurg,3189.2612612612606,2142.6108108108106,187.88558558558563,857.1765765765765,180.82252252252255
Sirmaur (Nahan),1585.5486486486486,1126.6891891891892,70.97297297297297,265.7927927927928,43.98108108108107
Sirohi,754.7315315315317,644.2873873873872,20.48198198198198,82.92972972972974,18.776576576576574
Sirsa,342.5756756756757,239.37117117117117,17.0018018018018,61.65765765765766,11.479279279279279
Sitamarhi,1226.3666666666666,839.247747747748,72.31981981981981,293.92252252252246,68.74594594594593
Sitapur,1047.081981981982,775.209009009009,59.43603603603604,176.14234234234226,52.10090090090089
Sivaganga,891.8423423423422,246.07207207207205,435.07387387387394,161.27387387387387,341.100900900901
Siwan,1112.1855855855856,809.8225225225226,71.06486486486487,205.15855855855855,65.13153153153152
Solan,1330.2558558558555,858.5486486486487,73.32522522522522,267.0684684684685,43.30990990990991
Solapur,651.8963963963964,387.5594594594594,112.44774774774774,145.18378378378375,106.01981981981983
Sonapur,1513.8603603603606,1106.8549549549552,84.17117117117117,288.66846846846846,79.2225225225225
Sonbhadra,1073.0153153153153,824.3306306306305,54.07117117117117,151.5864864864865,49.07927927927929
Sonipat,612.4549549549549,460.2765765765766,25.90810810810811,89.6981981981982,18.543243243243246
Sonitpur (Tezpur),2193.535135135135,1064.3126126126126,166.89729729729726,909.0243243243242,155.1738738738739
South,661.782882882883,509.78108108108125,29.081981981981983,87.64864864864866,22.31891891891892
South 24 Panganas,1659.3090090090088,948.7693693693694,170.33603603603603,499.95495495495504,163.9990990990991
South District,2774.9180180180188,1633.8945945945948,151.72792792792796,940.8441441441443,143.6765765765766
South Garo Hills (Tura),3484.471171171171,1700.220720720721,221.0603603603604,1525.8144144144144,214.4288288288288
South Goa,3344.563963963963,2230.5144144144147,198.04234234234238,913.7747747747749,189.86216216216218
South Tripura,2268.1000000000004,1011.7045045045044,208.97117117117116,1009.9540540540542,200.93603603603597
South West,669.4972972972975,508.3387387387387,28.63783783783784,97.36936936936937,21.925225225225223
Srikakulam,1057.0594594594595,542.5216216216216,268.3171171171171,222.63603603603605,257.9297297297298
Srinagar,1180.8702702702706,239.9603603603603,156.58918918918917,510.54054054054046,78.20990990990992
Sultanpur,979.4027027027025,767.9036036036035,51.56936936936937,131.64954954954953,46.03603603603604
Sundargarh,1479.8909909909912,1026.645045045045,92.31621621621623,316.38468468468466,87.18468468468471
Supaul,1490.9639639639643,980.082882882883,82.6423423423423,409.09729729729725,79.44864864864863
Surat,1293.3216216216217,1030.8549549549548,50.42162162162162,208.47657657657658,48.30450450450451
Surendranagar,563.2171171171171,447.9342342342342,20.01801801801802,92.90090090090091,19.057657657657654
Surguja (Ambikapur),1391.5189189189189,1010.0567567567566,84.79819819819818,247.4756756756757,78.35675675675677
Tamenglong,1520.4612612612616,684.2036036036038,165.74594594594598,623.5495495495495,154.34144144144145
Tawang,2482.1954954954954,1219.1477477477474,191.39459459459457,1016.9864864864866,178.94504504504505
Tehri-Garhwal,1372.9351351351354,915.4666666666668,65.69279279279279,274.2,41.709909909909896
Thane,2572.2423423423425,2021.327927927928,104.41171171171172,443.98738738738746,101.61981981981982
Thanjavur,1120.501801801802,268.0603603603604,637.4387387387387,149.85765765765765,468.26126126126127
The Dangs (Ahwa),1358.3171171171173,1074.0207207207206,76.74054054054054,203.52522522522528,73.34774774774775
Theni,876.7342342342341,203.68378378378375,417.82162162162166,210.4783783783784,359.8360360360362
Thiruvallur,1154.2648648648646,329.6324324324324,663.7981981981981,120.60450450450449,542.0081081081081
Thiruvananthapuram (Triv),1767.022522522523,477.9990990990991,611.0423423423424,616.7792792792792,524.6
Thiruvarur,1171.466666666667,216.83873873873873,750.163963963964,131.05585585585584,544.0567567567567
Thoubal,1518.9027027027028,679.9639639639641,168.6216216216216,622.718018018018,156.98288288288288
Tikamgarh,971.69009009009,794.3990990990992,45.65945945945948,105.45405405405405,39.4054054054054
Tinsukia,2987.0,1409.938738738739,203.56036036036033,1251.6189189189186,182.827027027027
Tirap,2198.9918918918916,1049.9675675675678,152.00000000000006,912.8297297297298,138.2369369369369
Tiruchchirappalli,864.3387387387386,268.7324324324324,405.9567567567567,154.89279279279282,325.390990990991
Tirunelveli Kattabomman,771.1819819819818,88.69369369369369,450.8558558558559,169.03963963963957,356.86666666666673
Tiruvannamalai Sambuvaray,1059.3324324324324,396.0675675675676,475.28828828828824,152.8063063063063,383.9459459459459
Tonk,638.1099099099101,530.6774774774774,21.77297297297297,74.00720720720722,17.583783783783783
Toothukudi,609.4063063063063,71.76216216216217,375.60270270270274,114.20360360360361,297.57297297297293
Trissur (Trichur),2775.7054054054056,1338.0270270270273,471.709009009009,946.4630630630631,437.8297297297297
Tuesang,2186.710810810811,1044.7657657657658,165.68918918918916,904.9486486486487,153.50450450450447
Tumkur,680.0837837837838,302.03333333333336,189.2657657657657,180.6837837837838,180.27477477477478
Udaipur,691.6945945945946,567.8846846846847,24.6054054054054,93.06396396396396,22.681081081081086
Udhampur,1365.288288288288,605.1315315315316,125.72252252252248,373.1117117117117,59.15045045045046
Udhamsingh Nagar,1434.4423423423425,1057.6441441441443,63.37927927927927,246.05135135135137,50.64144144144144
Udupi,4205.525225225225,2715.4873873873876,321.92702702702707,1162.8666666666668,305.94774774774777
Ujjain,914.1009009009009,726.6171171171172,48.32162162162164,128.8045045045045,42.04234234234236
Ukhrul,1491.9891891891896,703.1054054054052,163.5054054054054,580.3774774774774,153.0540540540541
Umaria,1238.5198198198198,955.3585585585587,60.04954954954956,176.0981981981982,51.82162162162163
Una,1200.3279279279277,835.5324324324325,59.89369369369369,196.372072072072,33.42342342342342
Unnao,874.2999999999998,687.6306306306307,47.45945945945946,108.93693693693693,41.198198198198206
Upper Subansiri (Dap.),3332.857657657658,1676.2261261261265,232.88558558558557,1307.0666666666664,210.90450450450444
Upper Subansiri (Ziro),3331.345045045045,1695.4432432432434,234.60990990990993,1297.5360360360357,213.52702702702703
Uttar Dinajpur,2087.909009009009,1298.4279279279278,129.25945945945946,637.6801801801802,125.6972972972973
Uttar Kannad,2497.209009009009,1652.1045045045046,188.01981981981982,654.5549549549552,179.60720720720715
Uttarkashi,1328.2774774774775,804.6657657657657,75.42702702702704,306.4846846846846,46.712612612612624
Vadodara,992.0675675675676,812.0027027027024,35.20270270270271,142.03783783783786,33.6036036036036
Vaishali,1151.2486486486487,820.8603603603605,70.98738738738739,231.8882882882883,67.5873873873874
Valsad,2125.555855855856,1730.0063063063067,73.16036036036036,319.30090090090107,71.17927927927927
Varanasi,1007.3774774774774,786.2387387387389,51.3873873873874,136.52792792792795,47.17207207207207
Vellore,969.4423423423423,378.35045045045047,402.6306306306306,161.59729729729733,331.9684684684685
Vidisha,1160.6315315315314,940.4783783783784,51.449549549549545,144.209009009009,43.46756756756757
Viluppuram,1065.473873873874,341.41711711711713,551.8477477477477,130.67837837837837,434.91981981981974
Virudhunagar,796.7333333333337,170.45585585585584,408.12522522522517,172.08828828828825,338.42612612612623
Vishakhapatnam,1122.8036036036037,546.9747747747748,278.47747747747746,272.7054054054054,267.409009009009
Vizianagaram,1140.4882882882885,597.5873873873873,242.2018018018018,276.7963963963964,232.00180180180178
W. Garo Hills (Tura),2517.6639639639648,1149.7648648648649,168.68018018018017,1172.4747747747747,164.43963963963964
W. Khasi Hills (Nongst.),3331.1954954954954,1629.1378378378377,227.88828828828827,1434.1027027027023,219.92072072072068
Warangal,1065.0027027027027,721.2639639639641,114.2036036036036,212.39819819819823,108.4846846846847
Wardha,1107.8315315315317,783.8234234234234,78.4774774774775,218.91981981981985,68.91711711711712
Washim,907.6243243243244,620.3405405405406,76.19819819819821,192.972972972973,67.42972972972974
Wayanad (Wynad),2383.087387387387,1348.065765765766,321.36306306306307,700.9306306306305,296.9252252252253
West,668.026126126126,508.3747747747747,28.718018018018018,95.66396396396397,21.99549549549549
West District,2663.0378378378373,1577.9747747747747,145.44954954954954,889.4630630630631,137.22522522522522
West Godavari,1110.378378378378,609.0045045045046,265.4153153153153,220.24684684684684,254.31531531531525
West Kameng (Bomdila),2351.4792792792796,1166.2774774774775,192.12162162162159,936.5684684684686,179.45315315315315
